mint,status,reasons
AjmDLfpkusRVVMU6dV3mGh4s2jUKeJCUtmqs87ZSbonk,scam,Минт не заканчивается на 'pump'
GcKr6uNWPKnuAGw1wawvFEyFrtkZv426DuhQeGHmpump,not_scam,
C9SyWh9XFd4e5rAa1qRnpptDzpiUKEtvThVXR2fWpump,scam,Бандл с девом (индекс: 2)
AQVb4GwGeuuYRAV9AeLC7zYjrUjdWYDD9f5UM7qnpump,scam,Бандл с девом (индекс: 2)
snVtsC2xB6sHZsHpC12aSx5h7FnHHHbTEQp5PkFpump,not_scam,
4gRSsSkTP3hh1TtCvjQar8xTD6eGU7mWWLBqt5jkrvaB,scam,Минт не заканчивается на 'pump'
HiFLqF3DarADprvfwrJqU7M79r1Tp8jcECFnLMjNpump,not_scam,
F7qSEWuZWNm7eVSyz2bjVUv2jxMmqVF4LbZ1kQfNpump,scam,Бандл с девом (индекс: 2)
svVrg6MoX29PbzukSvRnV8hiB48P85zKxaSWfCCpump,not_scam,
APNHG4PfkqjkYMy2VCCYTZF9iRiF7QtiXtKMyMsEpump,scam,Бандл с девом (индекс: 2)
SMq2Ycg1VnA3AzoDvGqq8JriR9HHmK3j472HcZkpump,not_scam,
2kJKVi8k9pawFqaJY2AohbfDZvyY25siiTfNsiKXaPWt,scam,Минт не заканчивается на 'pump'
GdKqGLmfruQHN67ppUY16pULezFPR7NKbssAgw5Mpump,not_scam,
2npPabKyCtmMoMW3eakeF1gitF8U1q3Hs2wTgbuhpump,scam,Бандл с девом (индекс: 2)
FDdagJZupBo935yS6h72UfjumNwrmQZadnJ3Wn1XCQH8,scam,Минт не заканчивается на 'pump'
CWNYx8BfWsvq3h4We92rC8V4mx2uWCUea6XvkWjRpump,not_scam,
AopxxfC7QrDM4EjfNiTRb8TkSe59HtwHq8b7R5f8pump,not_scam,
4gv5sQ6M5TRrPWhsb9z9tnDCPAjayfgEnauhsF5Dpump,not_scam,
9ax6Hsfe547RQNHEFufu5TtrFUk6MKot33FvzFCapump,scam,Бандл с девом (индекс: 2)
8dNR7VYYrbpJjRcXFDsgJd5LYZqTbU87ssheEF2ppump,scam,Бандл с девом (индекс: 2)
5CAXVY3DVqTMAb8p4us8Pqj23jm8ypUEj8wL3b8Dpump,not_scam,
1F9PPn1g5NWEFiZuGmVQRMpNSTZq85pEGVE6dDCpump,not_scam,
AQ3Yya9Gakipvsv7n6HAr9ML326BJE4QjnQFb9Ppump,not_scam,
xs6V7VBcLyWx415fyrdNthTNdceReBTCYhsmoSEpump,not_scam,
46qwS7cY9W6HCjmU9D7rH9zP6kszA8ix2seVDf44pump,not_scam,
G1Ypr96u8XXDahznH3nHst3ZTowhMonGtQ9z6JQUpump,not_scam,
BiaqPTDNUxBMNJ6NUR29qPVBKB3h4XCV5rmiZkPhpump,not_scam,
4PaeWybXNrrGY8cKcUbntRNtr8QHunqQMPPcVY2vpump,not_scam,
73E6WZchqEfPfAZh72bYXqSFVC3ADj931XMiowJhpump,not_scam,
FsV3nWZmt3T8UoVKodNWxf3hnLT262Y7iih43RKNpump,not_scam,
8DcDpXBXBkNwe9kU6HqyJ8xVLiahzcLxvcYuTBL24fto,scam,Минт не заканчивается на 'pump'
7j8TbJ3rabgiDzfeBYQFkhst9UsjNu7S5b7FN196pump,not_scam,
EKQWeXViEZQMbA3bWbE7VozATgaVNG6h3awRBNo2pump,not_scam,
J84TnxHG8kAGmYneYY3kgbAfwEkMsQhfdYwwyhbipump,not_scam,
4j8fMJ2NeqjP5MaZXFsp1GBTaq34Y7ZTsLVpC3W3pump,not_scam,
Hk7aZNzw98JShKkcaKpkwW24QFHkdFgLyvHzjs8Upump,scam,Бандл с девом (индекс: 2)
FtBEakEpkCpE876tzKqrvvwYDtkd781s86GaGhiZpump,not_scam,
nCdWBbVkkHbXjo8h59vQa1XXqFBsSa5dYZskQmJpump,not_scam,
6c5iD3Tg34CdTfAFEhKg784C6PobsU69cuFBEUadpump,not_scam,
8HLyaS2FHx8P2sZYnsrf7drza9Df4ZLVY6X1HfYTpump,not_scam,
DeL7uQLtPYHfpYfmeAaUfpeFmjHVPFfTcZ2VJPUWpump,not_scam,
AuJ6Hj7TekQAPV8iUA3qUkr81NpyytJHJzzXM9D7pump,not_scam,
BdTEJq3yEp68SNmeBfqBbDDy7nbSGftkDhDkVef6pump,not_scam,
GdEjmEcKZ79qFfiiqucx9tmk6UB4WTVrEWikSffzpump,not_scam,
HJi5x25cdM7S4erTiYrYuK3V6oCNj4nqYk2sNw7rpump,scam,Бандл с девом (индекс: 2)
9yB4QNZtxdytAUd8q5Xt3jsQNND9D8wSQZ2FNLRzpump,not_scam,
8U6Z7V7AfJLkztCe6SbLJ2NVpTr1qVKMkMv74DJgpump,not_scam,
9t8iUmDfx2Lv5aDSyuow8ZJ6BYMPYkaFk6rfvLpTpump,not_scam,
AdUw3icKtNV9T3JkzAd8GTSFKWBn6ehce5s4Cvpqpump,not_scam,
Er3ohxkrnJJh6XwGJegQewVgsLGvN9BxeqXjTW4Spump,not_scam,
Coqkkb745Tkz3h95qpDybsCBzGwziW2ZeQXNz1TQpump,not_scam,
AFtmg3hjdQE1U97Ka3piVY3JKM7Js12HKYFnBUGAZzg9,scam,Бандл с девом (индекс: 2); Минт не заканчивается на 'pump'
FxBUgaw1KrWvEAit96N9RLamEA55w23giBwLAJDf5sbM,scam,Минт не заканчивается на 'pump'
Dif3kwfWszV6NMPTJLwAeQZerkAjAcDv1q8BMiy99SFy,scam,Минт не заканчивается на 'pump'
7jS7DCB8dnVbEnFshbBurDzqvVF1Mx4YV2PaA578pump,not_scam,
EwQkmgFvv75jW692tAQAnxnkEQGLTG3KeRAWjRoapump,not_scam,
FfUSjTd8KXAAQzoYEpreVLTNz7QoQMNaEWc2WpPApump,not_scam,
DJDtxThPFqiSnqFdub3W2wLzmpaigTncHCqy8onxpump,scam,Бандл с девом (индекс: 3)
2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump,not_scam,
FoMoWxGHHSauH9MvDPAcuptbzecf6yHA1hm9iEUtc9oL,scam,Минт не заканчивается на 'pump'
GKKvMvRCRmFgaKjgCr3ct279Bc5LaHGyp85zMcXgpump,not_scam,
g3KZUqjzKe9cy4DJPU5xpZcbDHjcwWChBQQn694pump,not_scam,
5iM4zp7us1kwVFxpFAhRiaq8En23edRbmLiyNsQ2pump,not_scam,
97PVGU2DzFqsAWaYU17ZBqGvQFmkqtdMywYBNPAfy8vy,scam,Минт не заканчивается на 'pump'
AXL9EeLemQJQzsPBeM8Xs8LWDCrNEAtevyioU7z6qAbw,scam,Минт не заканчивается на 'pump'
FFmoWzek7Nak4vbRnUYUyDPgvZW4QCJa9pzU8zMopump,not_scam,
3UknKFbbPVievza6EPsrUr28tAQQ4ujZrt1uFSMcpump,scam,Бандл с девом (индекс: 2)
E1wxkYHsJ77wETRovSwyP7chaJbzLV6RAX8W1kQUUVWc,scam,Минт не заканчивается на 'pump'
82ko79jbx4SpNPF3gDHEen1BE1kDmYwoXSTtCHg3pump,not_scam,
DZFcV6wj3G18v15XDWsFr1TLLoRJ6uvN9NYofLFSpump,not_scam,
GVzkn7p4Qs6cqaN6XqpmzZMxgK56Sc7dyHnk36tapump,not_scam,
GoJfExRHUchkGaG1m3rumnqMGrxsBW5EWPLP55hCpump,not_scam,
GLfeGpVHeVaHAeWZzgJjJk8ibB9uKHmBPewaM3j2pump,not_scam,
53xBfwMqJPnAcRLyKnk8tCpYfAWteSbX8aYPkTd2pump,not_scam,
FSGbJPW1XmwthwTk2pUoQsqxqjr3ticwWMZv32eHpump,not_scam,
HPGhem79xgdxXyR8Dpk3vnLv95wRcogWoB8QbFYLpump,not_scam,
GbXgX4g8SY5FmtTRBVXMBk6oCwSbWff6ZWDKCeEtpump,not_scam,
BZYhGYepyZMqnBEtusP19GkbA6wMyjVttA1kPAQVpump,not_scam,
wY3CuyYD1A32zqpQXHGSKziUJiBCDKqHZfD15u5pump,not_scam,
6mXua4FdXJLdW89x3d7Wby14s8QkMtq4vY1hiVsNPUsC,scam,Минт не заканчивается на 'pump'
DbPPv2afjaTaX6YNwPFHZi48k1pPGKCFdgqFVt5Gpump,not_scam,
5XJW2Bjd1XVfsrxKCrQDzMyPnSUVt31yDP9fMW6zpump,not_scam,
2DRW24HXLYvn5fmtcML512yKPeyq5enJQKKS3XaxKCDL,scam,Минт не заканчивается на 'pump'
8biqsLDiRPaPM11S42zKtNaC3WWKF64PNoPG9htzy99n,scam,Минт не заканчивается на 'pump'
9vzECbKpR3ADw9VTQF8wJmWBmjbpCpDLNRyF8Nhvpump,not_scam,
3B8dNaGcNV5DaJbr6PqMikeZvj8vzYMDi4t5iesopump,not_scam,
3BBaSP7M1yQsTQHvk5wryXzTpBNh71N8x4wgeg7Zpump,scam,Бандл с девом (индекс: 2)
FNwWjEDHp4YyadB3DthV2CbiMjozd4i7j6CqJGtsYkk,scam,Минт не заканчивается на 'pump'
2Gxve1uMZCyz4YAcLJ9zWkWNzLzSLXPLSuwejqNupump,not_scam,
AFTqCsJxEVBogphXmpE2hVs4WiiAuYFP9vtgisDBpump,not_scam,
3HHcA4CEkofegTVSdnaYzDthsXMqWbsLGPq22cC7pJiG,scam,Минт не заканчивается на 'pump'
FxfwfwyGxZV2BSMSkEk4621Zcbns2AoEQc6zhn4Dpump,not_scam,
chxJSK2rPmS9m5RVg86c8wHuHtCKFnwYfLrMMaipump,not_scam,
EqjmNd4ugZSS9ioRWgnhKuH46JWyR2eV1zWiA8rpump,not_scam,
55Z8NRV8N7iqNVwfC1fGyxQ72hnZF7y6BHaFckAqpump,scam,Бандл с девом (индекс: 2)
7XDScxjRkmR44PJGcE863VQ1xMHryFYDJE1AWzzTpump,not_scam,
DWqCs8iS8Esp3PPkRuWD3Fgc2QFw1iKFmYzfziVZpump,not_scam,
4KxKDJRRD2LBJ7HrEnuM5Y1Zt6puv8YVFBMa58dGpump,not_scam,
zGh48JtNHVBb5evgoZLXwgPD2Qu4MhkWdJLGDAupump,not_scam,
8aYnfwurUNW4kkhSc1dHenKqRKSACNFS2qCmDq7fpump,not_scam,
6JfMFoUstGCCFFTP3muYouowDsFv9SaPKR9y7hgV86MU,scam,Минт не заканчивается на 'pump'
YzGPP9MhXVXkuqi5dfp3giuxT8MgnkNt5Vh6rhHpump,not_scam,
7AGV7rNJ2aUW8t18gdfRJK4WuDKMfMqVZ1BQjC2Spump,not_scam,
H87xKBSrsmZkFW8VLfjDeUt83zSVHSNWdfnZS9bMpump,scam,Бандл с девом (индекс: 2)
3yBwdARe9LGUsoQ4Hs2Dn1RdbopQT1yrW6HjndhUesYe,scam,Минт не заканчивается на 'pump'
HXsxizBuMCbCMURa9AZP55sigVYnUFBFMHmScdWtpump,not_scam,
E2ztpQ8G5pvwZrqLVNQAL14rSWWcaagvD1dDTyvppump,not_scam,
5YMkXAYccHSGnHn9nob9xEvv6Pvka9DZWH7nTbotTu9E,scam,Минт не заканчивается на 'pump'
3yTYaxgwe8sk2XKNV4D2TEeM1FhBM4jrZ8XeB3t8pump,not_scam,
DvjbEsdca43oQcw2h3HW1CT7N3x5vRcr3QrvTUHnXvgV,scam,Минт не заканчивается на 'pump'
J7rNhDLbfB4DCh8mVrmf6ZURvSQjooD1JAjbYAPapump,not_scam,
G3PwakeLVTinoecSGN7wB7qngv56ig8Jj8ZQk7wEpump,not_scam,
3tPqGuHeHcqD7xgAPNSCv8Wxfb8Ja2v75MQWp6W4pump,not_scam,
8PDY9crwv65rxDu63aydMR4ocDxmPceKzKB8pFY4pump,not_scam,
5z2q1P5vRwPEXBi9SwoAJFRoqYewHU5c62GDYY3ipump,not_scam,
BdcJzd83waEBoNdAU9Ra8v18iKComWBjGeYrpjpnpump,not_scam,
drpjFKVD83dW1ZppCAjwoVF7p8qBZ9P5JpkDU4Jpump,not_scam,
6vCFCBsrkdCXkcYWqx1yPD36Mgz7uErD9gUHjmLppump,not_scam,
3xyUHLBnmwKXGokuzFmwLPrN5XiSXdZPVPb6xeqk2NwH,scam,Минт не заканчивается на 'pump'
FJpGR9Bc7sVW4moA8FrPa9imsH5NdQJadJxFZdZcpump,not_scam,
Erqbc56uYZ8QppLcW2jjESdPCrJtcbdZS6Hepew7Mdev,scam,Минт не заканчивается на 'pump'
EHv2p7kYxBB1sTs2hxaFuCUFq3SPed9TrmFPCsfwpump,not_scam,
DWNo3NfPWfGxjb4FpHLyurP8oAF4xbqq6Sgd3HMypump,not_scam,
4wVxgPSZEbzq7ycPtuRwt9DECUAjRFT9ku1TUsKPpump,not_scam,
6X8jYmemwK8qrZkq3Uxn6BRBXxA7YSLg5vywcHZupump,not_scam,
2ifNP2wxFodigoW3FeoHk4PAGzBqUPrRWqjBo3Yzpump,not_scam,
KsL4rCaLbriqGK2zxtAE8YaQnWLNuwEzpqAxJQojAj6,scam,Минт не заканчивается на 'pump'
3XVGnea4NkZstXf8KAsB3FowS6H6Py1vNyRYmDGbpump,not_scam,
6XhB3FTEgrKNaPfJZccphPU2tGmsSKMyUL6Y9ApLpump,not_scam,
7TQFNi3ZBriKsDdhhX6pfGCBqn5Q6wvvmT8sNNuLpump,not_scam,
3Kux1v7QC4B2qELbStvWL495apAw9ZZD5Vgnss2Dpump,not_scam,
51kBCAhob57vG4B2Te7nwvciKpb2JzEtCPiV1ByZpump,not_scam,
EMS7VGDhYwL9voMcUcV8pm8x7HNG3BozoDgch22YuiEY,scam,Минт не заканчивается на 'pump'
AB4y4r3mJTyfutDDNcoppSww1HxgQ36eTmyJ1cCCpump,not_scam,
E4YQfs4FDvo2vPR6rEPESYLSArJ95Whd8Edkhsqppump,not_scam,
Hv6mKvLMbd5sQ5tZqNM2cyFPenfnGFNQTXXcgys2pump,not_scam,
8ui4vFWjWhmp3NQtZn5BAE5MNSffTiKAEWRooqPPpump,not_scam,
BWckkKVEAacbrBjRM3VgHNN5263otkYSxEvTwotZpump,not_scam,
BRxZcgNqhJbdmhTJqjoqtRNDZFS14pqfHmYdDeirJixH,scam,Бандл с девом (индекс: 2); Минт не заканчивается на 'pump'
89L76VikPfijW2RMVCQRW6ZPaLjeHpq9SfcQ5Hadpump,scam,Бандл с девом (индекс: 4)
GFHj7kXHTzZTu1o3SJJhRVHhFMrKLDPig6CQ1y7apump,not_scam,
Bn2A7rATmFmsCNX1cZX2MMR2QW6kgAZjviUeLqWNpump,not_scam,
frAqdvC1QEstZJ6uYBZaa1HsBysxWHk3YStEyEipump,not_scam,
8fu2zKDhyChwCy9oNQNqc44mZLH5Z37CCVu2iCWqWJKY,scam,Минт не заканчивается на 'pump'
89mbNpFbtQ4kjM6xRE57u1P4U931gDWUH9ZMLBYmpump,not_scam,
4qwbfCArDssRWr96cXPFP3j3SRJUrLiLQSxk4KoUpump,not_scam,
92ibgMEQJYHtpm6cXQrW1x8Wv3b8vfZXpRF3Xf4Cpump,not_scam,
Ezzu84Bg4D6GSjWACy5KzAuFH2uQccYBE8BdvcZvpump,not_scam,
C2P62qcFUq62BXXY2aowX3ncJNcEeVaZ1uBjkPCxpump,not_scam,
4aTi928cW5n7b9VAieKYJPmrxrtq9XX4cuTUPTV9pump,not_scam,
detxPHgDjaTmAg4Hkq8ZyBdYdyGMsYpNoxwPj1upump,not_scam,
6Xuxb72hzhFRPy8T8Emm2MmfiJ8g7iurEbCf7jQkpump,scam,Бандл с девом (индекс: 2)
7GeTvaM3CDnQjRyk4dJyKXQQ5aYcxYfhbv7ainM8ehxv,scam,Бандл с девом (индекс: 2); Минт не заканчивается на 'pump'
642aDwm67VxV7EdF3uEUwReGf9gLeTyq2T3QJ1TUpump,not_scam,
E95sRqGQjRve6Gmp5ZkAUkY9qynzGRVaTua8U8uZpump,not_scam,
4HRDbXksC6jvkfgoj7oAydgA3oAbhKLg7F8wibzrrasd,scam,Минт не заканчивается на 'pump'
BXsv7G4yQoCDz8L8chxUKRYf2nRtXZmiZueKZwwJkwfW,scam,Минт не заканчивается на 'pump'
9E6LNGigYt4MGRzaTLmksKNtQDvh6vTuezLtacyCpump,not_scam,
JAuNH8tMmdMPk3fcwULZMecL2ecHrfh3zRDfRmFDpump,not_scam,
BtnJzaQ98y215g3EZKQtTAJpuE4ETNfUpVnUsu6xpump,not_scam,
HrDvJukp58hh2U2VUbDLVn4aXd3Z92hW8beLsMZepump,not_scam,
FBEj2bKGpEqB5zPyhC9QQUctoaZWAh1Ad31bwm3xpump,not_scam,
5evXFzCeEUATfiqJ5zkyAgHP3LNAq99ahEHJbX6cpump,not_scam,
GWEZFadAnpHjYkdM9BTSmQdaye9huYpyhLUqcLz4pump,not_scam,
6sBBtHUZQJK4eVgfL6cURYn4gKf7qph1zZPmj74jpump,not_scam,
2jQqWNhVtrAayo9351GPK6bfxSPQZVMGTEWFfToZpump,not_scam,
27Xc3xs7Ws74RZurDvh7LeDsHvKTpF85xSoLYk5Zpump,not_scam,
CPMASNorfa225pnxs8KUB2Kz6ZmnjQJBcMe1Ry2Tpump,not_scam,
aunYcdzA393gvb5aofUd5t68Y4jNr8Z9TADa4VcAkTT,scam,Минт не заканчивается на 'pump'
GsKuppvJ1SqmcHPRyuNjPSVYKFWSfL3PGfiwVbfJZ1TB,scam,Минт не заканчивается на 'pump'
6Bkq7LcLJKotoNeu8kCor93PExW26SPviRP26eFWpump,not_scam,
2zsDLBP8eetZ4ke6eZAev42bmspt6LampgvnLzZCpump,not_scam,
GpSyZY8VXMptjTkpjV4t7y8n2jnc6L4doUFj3QoGpump,not_scam,
7yUkpEumiCTgd5UatWknUsavT2YsVqStYpkisjUnpump,not_scam,
5GzVCAYxipT1Ud6DG22kV82yVsnGSLUhxBKoy9BZqXYF,scam,Минт не заканчивается на 'pump'
Akipr6wBqF9sjipA2qyAdHz9FzzTN9Kpm1BCzbodpump,not_scam,
HaoTJVYV4AYys7rYCZvaiH1umA1LDkVGQ4wczviRpump,not_scam,
DFnBcs4QRWzxsmsxdbQH6p3gBMCFvA2dxC4Ke26Dpump,not_scam,
2y79nTK855bnMmRcuSePvkpXejdUDh4pHNoU3BVvpump,not_scam,
GdFeeEwuFkB6euY5TjcToNPXUDvpBAmRcHBF2NPHpump,not_scam,
4DvbpRtC3ErW45qaT2QEPwsKWbMk4n6rKhBGbcUwYxFq,scam,Минт не заканчивается на 'pump'
CnwbqXX5kkWsRNiSCoNo9ZE8SBycXzv3jMbS4FJcpump,not_scam,
AFFP22ZXzceAFqUP9ejnJ3n3x1JTSuaaxzhv97VHuEt,scam,Минт не заканчивается на 'pump'
FBh2JYfqYndcRDopLMtVNC6mHGb7bUaGrLdt8AxTpump,not_scam,
5SbBHPqcbuRTbueEXYj1HT7f65Gai7vcWVtHNDgBpump,not_scam,
D2nhHHszhEBQ8giyzPAyLLcwPGgCSiiZif31JQJMpump,not_scam,
EpAie9gcry5gkAgrZWwdfB2CeaKp8R1wegcasueZpump,not_scam,
GCMq6r6Qk2EMeEwkqabrJozo7x8egzRPC9gBhxpwpump,not_scam,
2rDXXDz5thEPSCKXDUHJUYNjjBrCLFUqT8zXLW8qpump,not_scam,
ANdEjD5Ca3ABrSrEHt6UWapZ2GmURQnbmSbcv6LMpump,not_scam,
8RE8Xhw6pMCvWyUUZtx8u6Cyk8YaFYhABsyvq5DXpump,not_scam,
8csPBfvri8kepTNKcBeVKX4dNEVRExgEcBZhPPTKpump,not_scam,
CgCppnfjd9SDfT3cxNjZKnjVR7v8ZsSRaeabfp9Mpump,not_scam,
83KDDCFRiEiqJCyjcJUc2sA5thRmY8VNCuWfwGHqpump,not_scam,
3Lmc5senkWAtjGuvRuPQnDaCSeDUcUmeEXzZvPiQpump,not_scam,
EDXoyREB71PnBTJQoc4vAtEXkHyAdzHvhfP54wiPpump,not_scam,
LDRECje85nGeGHSXo6XMuC5nfvMoeBcDutnRt3Kpump,not_scam,
4bsW8oNrHqrbZkCv7rFmbY77k2rgMrX9c7cRZ2YMpump,not_scam,
6z8hJLTjry2sMVf8u2QFthYm58fSWxEFPrC4Fx3Rpump,not_scam,
8gYmgBJEaLL6rAdip7wjsuegqqoSXJkDhbwQEAK7YRkh,scam,Минт не заканчивается на 'pump'
2x6CEd23fZUgg2RG79rL6j7wsejYcvcg7zwkFVL5nzeb,scam,Минт не заканчивается на 'pump'
4JTFaVTKHbwW5busPYtFfrY3dSuArx4RHdY2zSLUpump,not_scam,
A6TthvLoJojZ3AjGr4sUQJetscMfc1kWdGkEoa5Zpump,not_scam,
FSfGTWoo2JjdFRyux9QpFuHYVHijugVJvn864CG5pump,not_scam,
51GGb84Kc5jhYEWQWfoSquhR1bXzRkFhqgEVkXx2pump,scam,Бандл с девом (индекс: 2)
3UQNqYwBZyZz7WNmGSoyjYLuc8meVnysSCYBDsQ3pump,not_scam,
9obzC5ZB4zjxnAFSbw4JWwwkwCSgsFEeoGjpyK6DeLvb,scam,Минт не заканчивается на 'pump'
71Jvq4Epe2FCJ7JFSF7jLXdNk1Wy4Bhqd9iL6bEFELvg,scam,Минт не заканчивается на 'pump'
8nzcxwS3rJaAQWNYGSM8HokCaHUzRF93FKZte8xupump,not_scam,
FL4eKdJrVZ1dVu1RoekeQRnuPxavzD4oCcR5HTcspump,not_scam,
HZLEs4mWkHaXVttK1fZs2mTZJ9r3YVTn5u7BoYnSpump,not_scam,
2rB2wGWw9WASQoEGyHfxRb41XG3qvrMhuMUrN3rMpump,not_scam,
H1K8jjtG3feMJHkgMZyfDWXUTnvptg196YrhUQRjpump,not_scam,
B3gST7uc33DGmp6eXdYXUkAUTg1hPjk7QsLLSvBwpump,not_scam,
A2psPBbWHPtmvXp9szm7U3ucBu2frbiYcgei2xvgpump,not_scam,
F9a6fEnk4hJQKBmFjNnzFgLu6nJGDAyoCxa6fS75pump,scam,Бандл с девом (индекс: 2)
FgXNFXGFeTUv8ScvMnLwnADE13FYfxJ2rEhfmA7qpump,not_scam,
6eZ15xriyjQAmVZ85EQ7G5VQ5o8Gx9trb64Rupcppump,scam,Бандл с девом (индекс: 2)
BeDWfk9Ygdx4Vj9XZciATDGn6R7242CoxY7MxW9ryhww,scam,Минт не заканчивается на 'pump'
EHeDhJST2nH1WXKhSfSt6qPyUNjchYb4Qwc3A2P4pump,scam,Бандл с девом (индекс: 2)
5qo21vcBU7vByeiiufDNa238fm4k54CNn1ydGRwcpump,not_scam,
C2jvWhE8Nib4qWFMJzSEECupy3j75WLWromHurfWpump,scam,Бандл с девом (индекс: 2)
CBvt4Upukjt5PviWi5xFnqRYweydeD5AYs2o9R5Gpump,not_scam,
3BTduozhSMvyWnVXBQFVBMTvLzY4uF67GsMLBqWT1Wto,scam,Минт не заканчивается на 'pump'
2fttGFzxgct55W3uZXxoYKVEdckfP5TL3uFtkCTR6ywi,scam,Минт не заканчивается на 'pump'
FuMM8DS3WAGMuukr1gbdy5FxzKjYLRYKzkotGnnGpump,not_scam,
AELvgTrRNK6eMPfqaNmVs5AAnaXwM5CXCvQvrtGspump,scam,Бандл с девом (индекс: 2)
AA99YNjBLhkzwtXdWnwcayAueZNCFhw35AhcRqUwpump,not_scam,
