mint,status,reasons
DmbqKajofoRuCekNVSHrSeY8gqPpcLhBPz6mZ2eUpump,not_scam,
Cr1omfMi7DRfxNWJ2yas9L4jwW2m4s9AEhaAk2nSpump,not_scam,
zRqmoGYni599t3L8PzRAg9mnPb7PJkqwBZhR7rUpump,not_scam,
EJX7mMussBPb9cxTN63CdZP1edZczVcbRcsWv8uk9C9n,scam,Минт не заканчивается на 'pump'
Hv8WcWWtL18iHb5SeGTdUJ3M8MwTgCZWdYgkpoibpump,not_scam,
5bXHs1xMHJd3fw2kQyHEsCoSK1PexLov8KkUwYAnpump,not_scam,
6UiwuByao57krCG47rd5wuZnHjt2QKrveJsLRbziD8iY,scam,Бандл с девом (индекс: 2); Минт не заканчивается на 'pump'
375aiUqZERLrB9sHtsArKr4nuWCgBrtqibUDBMGeLvZC,scam,Минт не заканчивается на 'pump'
E9ku8tMeQidW8v7cpiLBkyNcTKuM6r65mCoFaBNppump,not_scam,
keKke62u6P7YZ9bF3RDjoJp8RstMhERJCwr1TD5A5J8,scam,Минт не заканчивается на 'pump'
xMT8AjFZun725LtS4UXgehSafGxYqDWQpa9XJkypump,not_scam,
J1n8Ne56viQ7gLXxQ8eS9JcwjfWStmvrikDvoQ4opump,not_scam,
9QiL3LZYie45jpzRT8Qic8U3RtU8kVwXarh2Api35aX5,scam,Минт не заканчивается на 'pump'
HDzTPAndwe5XRvReLzLdUNaNCkbVv141ELZ2AGKGCpAA,scam,Минт не заканчивается на 'pump'
3GbA5F7Sh8WsP2N119jWJfez2niZCKRAoGb1bXsgpump,scam,Бандл с девом (индекс: 2)
3FozwfrR1KYierZjaQukr1ih4QQwsAyaDR4u285apump,scam,Бандл с девом (индекс: 2)
ppPaBdccmWsVPa4UsZAZhwU4h3zND4RRt8RviZq24JU,scam,Минт не заканчивается на 'pump'
HnqvkvuB5Tv6GYaojPKNFwB8wq1EBFejMYidTzSGpump,not_scam,
4u6AF2p3HvwCZpBPtnoriVnCuCpxBnqE4DpZPL1dpump,not_scam,
39Xyr2JBp9zVECQjcd3SNWWq5M82bqpKRtNXb28Lpump,not_scam,
GdG9oV8Q4Wr17StgceCDa4ZfYDiiJPBwNXfghqmLpump,scam,Бандл с девом (индекс: 2)
HSrsfsVgT7dsaZCL9xoGUdkgFX8GQfTG7ozCQsNao2U,scam,Минт не заканчивается на 'pump'
FzG1CfqPDxnjbk4YxYXgbNxR4bBPUXPWJZSTePynpump,not_scam,
2iVYKkYvQwK4fJnFCkBtTrYZP8AXrBHXFuo9u6ofpump,not_scam,
2XGT169caZP8Mb8temrCKiermdU9oWo7NqFzVT9cyFsR,scam,Минт не заканчивается на 'pump'
4Nw4FzpUuNmGc5J7eKm1nvWtxqTVUx9kkKr7vWpEpump,not_scam,
277jJBJatkzZkNoWzQRVpAFB4xcJiM9eNszW9iofpump,not_scam,
D3gFdYnxTYyKqPAW6MEDhyZf9MQ4TeeqRd4hbbdgpump,not_scam,
6XozA2mgJMw8MsVJNmJkF9QKP2hAHRSyEMAm621Gpump,scam,Бандл с девом (индекс: 2)
29qc2JvgVVaWr4pxFM7B4kubA6JwWWZmsefQZravpump,not_scam,
2Rjw14eA9JW39YDK9F6389SG2imyg7wPeNj3JXfApump,scam,Бандл с девом (индекс: 3)
GoMgmffXRYYNEG3CJHVezP22sAYeCxduYrHCM9yGpump,not_scam,
JCYZxTZoA4P2jFbLkaRsBefQCyLVKnb4QnL17jBhpump,scam,Бандл с девом (индекс: 2)
D5UiSnK9RDYXkxKqKxt7wyPMCbAaQzWXXpvMNbxzpump,not_scam,
9RiqsJW85yDicJSFsWwzuuAoaZXG6SuX352PSPSGpump,not_scam,
Dwv541mshZXizKczMYxxPK2BzHceienKVZSZujevibe,scam,Минт не заканчивается на 'pump'
H95KMNYb6hhHwUMJjLdVBxps141v6e83p3UqGoB8pump,not_scam,
A5xodS8W4hnPgQRbgQQR9cq5vGjUruLfhVjnBvvinrQJ,scam,Минт не заканчивается на 'pump'
4HXnbG6umimVSsBqW84XxfrPm4FcnZneH2SiTycUpump,not_scam,
CHg7EXW4ARCWhd58XyfRfLqVtHqSqiDvrEXxqFuSpump,not_scam,
3v6mvg7u4BMi2HrHSLfrM8HhqMziwvwmsXDABFfTpump,not_scam,
D7v5pvHQEqNn2X13hzwec7YTHn7S2pjX4jWX7UKXpump,not_scam,
2aaocbcdKq8n7H5KNTA4Fbtb5Ki3PeCu9KVe9rUcpump,not_scam,
4EfGdVTziKgLmuk7e5vFg2GsrtYyS2x4jPViGfCGpump,not_scam,
AFQKJh4j7kE4ExxDmGnED3fzWF1wPXJZv5Z6ZjNipump,not_scam,
DkfZq9rbFkFH2k3i7LUd2gV6TzhoPSyzaNKTJyuGpump,not_scam,
7A7yHMZcyXBmzywDe77bRE6MAPaqGCXxbBMMkYxZpump,not_scam,
4cingNozRNJw3mNG16XF2ZWmKyFy8MDAJ1VTti2Kpump,not_scam,
GfPgzVDWFa1X6vMMto8HcD8dfYstdsg1EgZSnTdBpump,not_scam,
E481BDQ4UZxz75dGF9nbPT4BcDREjx9PmX8eoU1opump,not_scam,
AfT7sTfL4V6YbNoPspDLAz7KsLjUpaEqX9yKk5vKpump,not_scam,
DZoEBAxuKL4pS1L1bvzMUQnWiHBRaX5iD13bT33Ypump,not_scam,
wCtiCRJz69a5Mqkk2nHmvQwBGQCrUvM8fELoFGqpump,not_scam,
HE5mdLS6PvyHm3c1AfDbVKWKKBQ9Qbq5vezs9wjMHcgZ,scam,Минт не заканчивается на 'pump'
5fJEhh2W82CqDSgvA6bwqgPmAhivpqzqCTpVgfMCpump,not_scam,
EzEXf8mecMqeTfyg9oCsxnZn3kcsjKHuFYcp68aqpump,not_scam,
BrJURBTDDS8agy3eHMjzKDXw5QQW6BtaC6paJPcYpump,not_scam,
EwBnEi48BsohP7ed9sNbmWM7DczkntadiUSDmBvixRho,scam,Минт не заканчивается на 'pump'
ASnJbQUk6tzYqkyYSuhw2M7hru4doTkwBnvod46Ypump,not_scam,
8jCDYs98953P8iMy1M6TdtYZ7ntH5vZsgZQuUNoQpump,not_scam,
9pZEwaDo53jCEMqTfpQqKFQYMrBwBJnYdLshs9FSpump,not_scam,
67TrTj3uEkYU3o6SEWK4DevQ9zPYauFxfCStcXTVpump,not_scam,
9zxC7GoHrw3hBeur2ChQNW3XsbBJ692Q8dq9bJnCpump,not_scam,
6mEhxxL8bqtghZSEgJGwQ5NzCReMAVR93Hr9TfCLpump,scam,Бандл с девом (индекс: 2)
8eYhqqGUkXHEAQYNGYnrwPTR22F9Z5PL38c2ePKwpump,not_scam,
8RDHqC6mviHMqy7rQGbzqqyAuhaJ2djUapXTTVCgofjc,scam,Минт не заканчивается на 'pump'
72Sq3dAZcFkzrHUXozBDspxoqfM7UmUWJVZwXtSipump,not_scam,
2gcTWzjXBUr87Zih5qHRupHmgPfciBbLmXVmBFWspump,not_scam,
GoYj8PG6M1hW139CVDJgkwbahWMd2kBzEK3u4Mezpump,not_scam,
FNznyYMZfjVXVVYhDWrxPeQv63F2WowJhQMj2Nnvpump,not_scam,
3KoSKZ3HVprSMjiBvHZbbkveya4CxGFqxYVFKoJYpump,not_scam,
BFYsUjLhkhd6PhrMS57VmsDh3vYg9NEkyhvobqmYELni,scam,Минт не заканчивается на 'pump'
GR953ogQM77oHT7HHVLeCpaunnP6B7vYTMsR41Mnpump,not_scam,
6454rNGsbWoJhRSuzKmkPhN53uhCNrbrNoW1MPKjpump,scam,Бандл с девом (индекс: 2)
AH8YQND9MJYSjqKsE9agYhsTBZW51fyn45NoqrYZpump,not_scam,
64kte9xSLanRBF6rZiQ6TTHG7E1XjSjmg6HFuSm1pump,not_scam,
GNp2Vzrf5VfjA1vRF7MyzpcC3YfF8LEiJLY7rNsRpump,not_scam,
AKGyD5AzwJimGFqLVVCeVBxChbSKG6RCJre7h8Sfpump,not_scam,
2DjfN8uzWccbEupEfMxUQ4KibcVEUxSJu4ivasiRXFoc,scam,Минт не заканчивается на 'pump'
9YQ6asLAEBGJb9h9wo6mqQzYdLJNATy2JsECZpG9pump,not_scam,
DSe3kKyUYNjgzsrHf9kFwBu3giLYYH7k4xDX88WSpump,not_scam,
HFVATKfwnVaCCYLpTbghssZVhYeYW1XA3f1QKSTSpump,not_scam,
CShXCCyzX6KZVxM76sAVJADE8XZUyyNR6GFBZ3Dmpump,not_scam,
3CnNhMhhnX6Yhhqa8GAyH5BbEFZFzV79Nb8eM9aNpump,not_scam,
C3eEDa2pmsxcs686BiGCfaWLSESv6TcVaonaRasFpump,not_scam,
zhvVE5eymMNdshUgS794gpfWZiYnn3RejbGXiT6pump,scam,Бандл с девом (индекс: 2)
GqyC4bPDfu5kAHnpWaa2pZ69Zkd3HQtn4ivffUCppump,not_scam,
94VyEJSk2drtbg4jNj4WGQzrFzb7HQN7NQVEXwf4pump,not_scam,
Fph6nBYsSkH26EKiVR6senc58ks4eA7ZjeYm3gTA4F76,scam,Минт не заканчивается на 'pump'
DQRQX1xYSqqqDpbYgP85oSsQBZU7yCi2CDFHtdSdpump,scam,Бандл с девом (индекс: 2)
2BXqSdZdmkdXU8hThjJtWKvVjDRrDRVC7XcbzWxibrLx,scam,Минт не заканчивается на 'pump'
EiZwfJ3VcEGSiKDDxP5PrWaefiK6zQZSLXmn1G75pump,scam,Бандл с девом (индекс: 3)
Gop27UVLvjXCTxE8GzcmXyEYEe7MmHwCAmWg9Dow3REV,scam,Минт не заканчивается на 'pump'
mcQH5ehZHCaC6MNdv1fy9ZrntxqWmZBYnk8CM8rxRoX,scam,Минт не заканчивается на 'pump'
DLMxmZmJGZY9wfUSwawez1dXZ9KSUVGVkHL1KC9Spump,scam,Бандл с девом (индекс: 2)
4G5km686GxYKGAHoTMJ1hKgocwQuQvKsQpENRkXtpump,not_scam,
7MLpK1gEvCQcheTXDEBBQ7QAiMypMb9q2M1oR7k4pump,not_scam,
CCwzkNJGNPF4SJKWHpwpYuc646WucEwwzwaRNBXfpump,not_scam,
D3DcvZCWiNW2Gss8bMBXYSV3Winz4uaCifxB1ss5pump,not_scam,
P3uApC2sS6LLXXrBPeVuj8TV56rqdu22TFyw95cpump,not_scam,
5mK2ERbTSWgbfn63wAaXTXRmqJA4DejZCpVLv8uF4pEw,scam,Бандл с девом (индекс: 3); Минт не заканчивается на 'pump'
GsxVWYiChG6QpEdNnUqQUzcaed2CUbAJmMmEgds7pump,not_scam,
2oqHQ93MyRKQUYhAyicXmRiehxj1eeNbHqLutEmjpump,not_scam,
ACgfLoNG67CqiGKc53m8B7jbDiaqjiAW1wfeoxzApump,not_scam,
DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,scam,Минт не заканчивается на 'pump'
7uY5TWM3KSBAh9ctgpqJUXWFfYyzBA2JEezs3Psqpump,not_scam,
EPn9EY4JDxLRK3oJXgt7bF9Ka6T483K39Qeoghgxpump,not_scam,
CFhgTUXw7of3PYdbw3YrPeE9EVzVGo435i8FEmd8dr6w,scam,Минт не заканчивается на 'pump'
7qkWvxWSXRoGKMo2yFJLfHZuPJRYXtjnnw4Lwyfppump,scam,Бандл с девом (индекс: 2)
HP4jDTwd721tmEHFhHtQ6gMkqCqNbVSB5umxLLeGpump,not_scam,
7TTRbTydJQXiNWeMzFkJCkqY84QTYaajWRBVsfHVpump,not_scam,
8W9oaytUBubhFQTMox5bWfR5rdhUjqrzhMT1mtdGpump,not_scam,
ER1D4vFjFc7yQPCzxLf5PP8f3JpAN6yzsNEyrGvSpump,scam,Бандл с девом (индекс: 2)
82AqnBTPeVbuG5UeMY5rtCujXcMaEZGhVs54U3NxGvr8,scam,Минт не заканчивается на 'pump'
EN66LDs93mDBFsUQgXkr55eT5RP361xt2vBUZL3bpump,not_scam,
4coEETRWjXtnnu6zaad6rqYd25FxCfC8LMq98rsPpump,scam,Бандл с девом (индекс: 2)
5Hc74CvY53CpevokUQjCnhkicDUs5MPwUU4PYP7kpump,not_scam,
G2be5vZ2hJ5NFJH4VGRL2kJTbwVrzAx6VwG5MY7fpump,not_scam,
8tiQYBYBesRcNRuqChjFQnV6wziTGKCE84DYhgBspump,not_scam,
8k67YEdeC5DiLLYAGDL3EYZfYcf488kvbtJzBG5fpump,scam,Бандл с девом (индекс: 2)
FskToWbs3LbydPCJmeddqfdf3YZa8YLjkcobNCZBwP56,scam,Минт не заканчивается на 'pump'
DA5xAN2HAso59MMZks3f6iAwkKKu7Mwxkw4rjgUkpump,not_scam,
HdweauMXpZisL5p9iPjHPtEjVJMsGfwB5XBAUhFHpump,not_scam,
G5rRX8HaoCtu2ajvzCTj2UxtSpMaJWiPEemcyUz6Qk89,scam,Бандл с девом (индекс: 2); Минт не заканчивается на 'pump'
FbQYjLEq1vNCszmxmxZDoFiy9fgyfdPxzt9Fu5zk5jJ4,scam,Минт не заканчивается на 'pump'
6UJAtWhLS9v4sYJHwJMacP5eBvaG9wyTw2xUQsQLpump,not_scam,
APGGMnGfqHnnGLZ4QB8uoX56Mjmxek1xiuTtRW7apump,not_scam,
78AqgJxRviTTyjfn6AE3YRe8ef7iDJ7vzTRchwFHpump,not_scam,
5AUP3ykQq5oXU4qyTjHasV1DteuXzKgKua8mPSbRpump,not_scam,
6poL68a6YCX4AtW1ePZx2LyiVPrycavZ6poxXSddpump,not_scam,
ECU7DxzgsYqSLpXUSAQ7xF21ehX3oxcB497ermoxpump,not_scam,
3vxBBu1h5nhXwJhBkkuBSMzY3BN6HUSB5aCW3ESSpump,scam,Бандл с девом (индекс: 2)
5dGazhrfLaLh96kLFA2D5uwzHffe1v8uGQdY9Nfqpump,not_scam,
8F1eVmRN5WgpdQjvYxdAaeHLpGZbCN9gMwcUYAAdsd7J,scam,Бандл с девом (индекс: 5); Минт не заканчивается на 'pump'
6NSUW1Hn9hELAJPnbcuRAp4LyqX5NJXa5t9MbAkcpump,not_scam,
BaKUxAPG1MAFWuGWCANVD5N3CX3xfB3WjEcqP5Crpump,not_scam,
FKu2pJyMr5oJZsxiKPpXJwJzLzqtbLA7mq3ndWF28qNp,scam,Минт не заканчивается на 'pump'
DpBGsckjDyp5DBrrCVpzbo2uGkWfvV39q5j6k9udpump,not_scam,
9DxBcFkKKLEUYqh1PHT7JAzthoMF5cDzkpoCf9HYpump,not_scam,
8AS3mGqiZa6dHDWgcChEsxadjY7S6AFGNqFtssYepump,not_scam,
9Eufcq8yqukb4A9eUTAXrRpzB7aKTdAuUnqe75ttpump,not_scam,
8ExbfdNnLhBcztoTc1pBu51aWVhMzweVvHmTaSRWpump,not_scam,
CFUfekMPpvi5u55hrVesTqAfET5E3sh4dhz6Jsaqpump,not_scam,
CmWUJqhTTrqJPyNuDQT3xtcu2DgNWuJzyYD4xMjTpump,not_scam,
6njAoapMYzAZrK4pVCZtyJfG6JGopP8s8y4rN1kmpump,not_scam,
4M6Ruga8PMFvJh7snEnNAy4kxqLqG7mPadqEiZdg3hff,scam,Минт не заканчивается на 'pump'
4Xnuzdhji5nzMFLAV2mgooFrfMx2oEazcCfpTZ9Tpump,not_scam,
4Rr7ZqdQcgAYePzHzWNCdKx8hZXi9CEyPXTfc6CDpump,not_scam,
F4m4K1DuzwTcEWJsAjiTck7fpwDVnNG9epBGiUfrpump,not_scam,
BhAN8X1fsc7ZCQD9ELyPZRQMm3sFNH3S2PiiGyifpump,not_scam,
9NzgQRh5pvv4jEJoqGRZAA9druPhCFZVj2opaU6wpump,scam,Бандл с девом (индекс: 3)
6FjVoAPDJ8R3oCo4EZkqv1yi9FMjk62YaJSKKzZVzwAL,scam,Минт не заканчивается на 'pump'
GdGFRiN3JmhLFbQGKVkdEdLEw8U4ZrjK8P9gRV3vpump,not_scam,
2fDjc774bnVoPtU9RSqkRWGxLxqvNeUgf5NL27Eqpump,scam,Бандл с девом (индекс: 2)
WNnqZtKLrSFwgBp5gKTXDU1fLPfEpbVCz1TtqTCpump,not_scam,
7nCjgTWFjgAJzttziNu25X6PykLwBD4SmmprxL4gpump,not_scam,
BwRbc2HCu89uiQPRsf2s76sVxLEU6tW3uDxNnLQbpump,not_scam,
B2NXs4fXoxC4yXQs3UW8Y2XMbzgLVVg8GDbnugMMpump,not_scam,
BDCN35Yw1cE2jsiWHBQwfSBbWHcxWtcKAnwqamdTpump,not_scam,
eeLGcteMyfRiipfwSv7wvo4JeWGQBgvPcLdXqXNpump,scam,Бандл с девом (индекс: 3)
USCRdwZP5UkKhJzhWuD7XjTUviHBtZJbLG7XpbKng9S,scam,Минт не заканчивается на 'pump'
HRyQkGetEj68bD2NzXxRgdCEo7Ukj9Bx9vyVE257pump,not_scam,
FR5gZbs2hrVU2DLqXzWgCgpJKC4EY2H38A6V3a2Apump,not_scam,
FEz6pwDp7vHGLyQftDTAARGHeBLyY6AjuXR2jJotYVnY,scam,Минт не заканчивается на 'pump'
7gfcz85HLsSkZVhwVvwYwi3uxSvNEQnuZ5AXe2i3pump,not_scam,
5BCTqesC7EKWdGzepDv4zHriWSV1mnPitLMLGtVBpump,not_scam,
HTnRD9KatuZnUkqAQc7dpfZWKTsnRnG9GpKuHiT2pump,not_scam,
EvNs4L6LKWutDvTxAdNWZMJpW5bH84zi12tpNHpipump,scam,Бандл с девом (индекс: 4)
CAqjJFzDPD9DMKzvj1rYsZiertjqd41E38yMSDsxpump,scam,Бандл с девом (индекс: 2)
2rL78oDEoDRcSh4BBYnXSko6LvvPFmLdFpWvteWLpump,not_scam,
Gp5aN2bxNJ5RUSmGqY325koF2xQgJX8tz3NfvkrUpump,not_scam,
6cWwdcrFY5JSw7aqx4LPUqTLT2T97i9X5CVfNwvbpump,not_scam,
DjWC52H4dA8DHtfeQaNXWGdypgWvk7ocFexzMzeRpump,not_scam,
DQRqDfxgTaKHj1hchiWwuZDWqcoWWuqKmoNC4Na4pump,scam,Бандл с девом (индекс: 3)
NyZb3BRLZ61Nado36zufifaGpe7DCjnuNnsQg8epump,scam,Бандл с девом (индекс: 3)
RZuxVPVuvKas7qP5978A8jnaHjiB41UpsVLULM2pump,scam,Бандл с девом (индекс: 2)
JDYVeskjNcucMqhPw8gTmsgLrwEp5QvPKodprx5Lpump,scam,Бандл с девом (индекс: 2)
4nKDwsr9di1vNTs5WNiA93J2es9Leon12L7hXJHRrobo,scam,Минт не заканчивается на 'pump'
7VbtnYpnTQCE6o77WHaMWbFRYYqM535d6YinwJgypump,scam,Бандл с девом (индекс: 2)
64ee9VraNhs4ovY4qhDbW5JStE76uAK2HbXm8tQepump,not_scam,
Gaemzp4XJ8cmZQfTqbeG6D3z7uEzfa7RUA5n6qQapump,not_scam,
5Z4RkDxjv8R7kpVRWEiytih59PP7a2ftXyGiFjxMpump,not_scam,
5E4bzTcmF2q4yNV5JUfLLRV9PV4LMXeisTaxQbBqpump,not_scam,
A528YnC2q7TKQ7XpUJvxZS2TBUwxXJY8vYUEvAo4pump,scam,Бандл с девом (индекс: 3)
5K8NVDfbPPzHaQQNLm87YGdbkheytBCjL9JP6TWmpump,scam,Бандл с девом (индекс: 2)
67PhCTm3V7ZXF9D9heQY7SfVwTbkS96tznmqaxb4pump,scam,Бандл с девом (индекс: 2)
AbmuJjtksyLTcBF57EeMKBXqzTRZPGhTQEiaUFZbQsBT,scam,Минт не заканчивается на 'pump'
Huv2Pa3GWdMHDLCQpcS7QMSJRgjJEkZ1sXyYqGYopump,not_scam,
BkuqHbJLLo14TwE7wT2M5BBLSMsJJJnLXFAmb5xXpump,not_scam,
B9BNP1R9JTDdKkMCedJzd762SuXtDWdn8rHXM5EHzVGE,scam,Бандл с девом (индекс: 3); Минт не заканчивается на 'pump'
Dj7skVEvq3iY9vivswYdjdK8zS4SPKMvxLXf2eHDv74w,scam,Минт не заканчивается на 'pump'
9nVJfM5e2mLAka4QMT4QbBroRdDK9gLfMWo46CwFUA5W,scam,Минт не заканчивается на 'pump'
DeRzes7FSpUXXZUJUtMpzzELBD22uxzSfUe2xnHkpump,not_scam,
EN9CdGLRWQZeafSdJV8FhBMYmTd8hW1wGNL9qXYPpump,not_scam,
CFNWHeUN98qLGWaqbMkEKZThN35GpznUWSwfFpqNpump,not_scam,
GswKjk6HRhSGzx6zvUq3vZPhTfYuHzPLX5oP6oXDpump,not_scam,
efo3tjhZBJHYNMxStPC2RXR6HcNy9N8VMdpUxCopump,scam,Бандл с девом (индекс: 2)
Ew6KyVxcchzfBRyYLh6kar1oQ9SVpjBrVyuHvPbkmdAP,scam,Бандл с девом (индекс: 3); Минт не заканчивается на 'pump'
Dwc6HmvQi8GLo7KEBsNzG38y6FLMytXDtpegf9Aepump,not_scam,
6DJRNVrf9nFspXVZr7Rxa7tJZdXnXSsqGiAByjUvpump,not_scam,
8uMrMpyWaNinzRy1KN76FEEWvtq4XoQVwV9qh2Cxpump,not_scam,
q2bf2c8r8ixgBU128XheNqyWKv1jWxTBkG4vpTNpump,not_scam,
8ziSgqaX7aGgTNUf1TEkPUE2SjLAnpgAcQjAEWnYpump,not_scam,
DJ4YYzg1ETtNByNhnqrBUvdMEBdGGVQ7gS5LX9hvpump,not_scam,
63gG6zHi4dnV5zt9CxHXiiS6KU5MG7sGZvvx2ZSCpump,not_scam,
2n6xX7sK4tDg4fzGgZtStHfz45kpMc8YXEa9bQgzh9Pg,scam,Бандл с девом (индекс: 2); Минт не заканчивается на 'pump'
FdDxQUUsBVLJ92rrhad1uGFi85o6sGpj8gKme2bhpump,not_scam,
GFjN2J8LqtW3coM34BmmsApuRwV1nSQuNoUD7jSuSHtC,scam,Минт не заканчивается на 'pump'
5zukaCHFzysymZjM3b1TnWg9h8iJLCd2yWZ9oFFUpump,not_scam,
5o1SJRptNqe3ghdAwmhmDRyvrfsGGaavdP2gZKQJ9Uc2,scam,Минт не заканчивается на 'pump'
uFgVXKuuc7e7SDWYT9CDiLvnSvFML9EUtnxkQTzpump,not_scam,
57SaJJragF4qRVHqBnfTXLDgj6WupCHRaPtp8kpBpump,not_scam,
36kxKxSRYPCaotnRvvZnUZVGao3S2DfKumvjigo3pump,not_scam,
E2KFwJZHDfzw628yv1SPCMUibvgbxYNWK4acyvqbpump,scam,Бандл с девом (индекс: 2)
9ZZ2oWCWwhqbFZhDQdnymjcq7wUSU1kknypRwz3ppump,not_scam,
C5Ab5mofWyvfinbGtTwEviuiMpmF2LLKbrbvVC2qpump,not_scam,
3AgnHXESvPCydxc9KmXs9UsQ439C9pFFXQDVAjKNpump,not_scam,
9Vvfkh6yjbU9AiQYzwLdg8345bPkF2wxV9XJELWfpump,not_scam,
HDbGNrHYCMBcoQkTPoY37u5mnCe7UeXALdyPWYbZpump,not_scam,
oKjXiwJ9iTMsB8PD29jKibCrm9bSkk6i6FEnuqZpump,not_scam,
4ARP1oiaSPr7qnbzJaZ3xnzPnrmsddZARXnRVVXnpump,not_scam,
66mtLaKPWNnTDVmzMdMdDHUPTjnaQVYmhcsMpcv5SuUx,scam,Минт не заканчивается на 'pump'
